id_equipement_client,id_client,constructeur,modele_terminal,imei,imsi_sim_tag_code,iccid_sim_card,type_carte_sim,compatible_5g,compatible_5g_standalone,annee_commercialisation,date_premiere_connexion_reseau
EQP-02745,CLI-02745,Cisco,Routeur 5G Pro Industrial,354258434840727,208109769275770,893310734077048750,Nano-SIM Physique,True,True,2025,2024-03-06
EQP-02746,CLI-02746,Huawei,P30 Pro 4G,353590670524935,208108885713523,893310625423574548,Nano-SIM Physique,False,False,2025,2023-02-27
EQP-02747,CLI-02747,Apple,iPhone 11 4G,359346518287074,208109414539910,893310219048093610,eSIM Virtuelle,False,False,2024,2024-08-05
EQP-02748,CLI-02748,Apple,iPhone 15 Pro 5G,351133416357472,208101851091032,893310818804101519,eSIM Virtuelle,True,True,2023,2023-03-19
EQP-02749,CLI-02749,Apple,iPhone 14 5G,359900690839878,208103325950605,893310945453796741,Nano-SIM Physique,True,False,2023,2023-11-14
EQP-02750,CLI-02750,Samsung,Galaxy A55 5G,359697534792922,208108044710366,893310684862320801,Nano-SIM Physique,True,False,2023,2023-07-26
EQP-02751,CLI-02751,Apple,iPhone 11 4G,355071154920007,208103355629272,893310431760546522,Nano-SIM Physique,False,False,2025,2023-01-23
EQP-02752,CLI-02752,Cisco,Routeur 5G Pro Industrial,351320869299908,208109259443453,893310503326047450,Nano-SIM Physique,True,True,2024,2024-01-25
EQP-02753,CLI-02753,Samsung,Galaxy A55 5G,351477324551743,208104324099217,893310810515145506,eSIM Virtuelle,True,False,2023,2023-06-13
EQP-02754,CLI-02754,Xiaomi,Xiaomi 13 Pro 5G,355871007315064,208104415599527,893310799515214387,Nano-SIM Physique,True,False,2023,2024-08-14
EQP-02755,CLI-02755,Apple,iPhone 14 5G,357617204391475,208108363913969,893310735665737728,Nano-SIM Physique,True,False,2024,2024-01-03
EQP-02756,CLI-02756,Huawei,P30 Pro 4G,354454534103516,208105293907163,893310223468434457,eSIM Virtuelle,False,False,2024,2023-07-23
EQP-02757,CLI-02757,Samsung,Galaxy S24 Ultra 5G,351322858303127,208101244959882,893310923078676458,Nano-SIM Physique,True,True,2025,2023-12-15
EQP-02758,CLI-02758,Apple,iPhone 11 4G,354512941044908,208106540041471,893310284005632109,Nano-SIM Physique,False,False,2023,2024-01-09
EQP-02759,CLI-02759,Apple,iPhone 15 Pro 5G,357830715558157,208106588347306,893310787343906761,Nano-SIM Physique,True,True,2024,2024-01-30
EQP-02760,CLI-02760,Cisco,Routeur 5G Pro Industrial,357600090956916,208105927324736,893310677776338708,eSIM Virtuelle,True,True,2025,2023-11-09
EQP-02761,CLI-02761,Samsung,Galaxy A51 4G,353477140055077,208108820746549,893310734322390400,Nano-SIM Physique,False,False,2025,2024-04-09
EQP-02762,CLI-02762,Samsung,Galaxy A55 5G,354933379871180,208101626409190,893310285274413980,Nano-SIM Physique,True,False,2025,2024-08-12
EQP-02763,CLI-02763,Apple,iPhone 15 Pro 5G,355787016717282,208104925641546,893310132005117972,Nano-SIM Physique,True,True,2023,2024-03-16
EQP-02764,CLI-02764,Apple,iPhone 11 4G,352418966440009,208109808314766,893310211623938622,eSIM Virtuelle,False,False,2025,2023-08-03
EQP-02765,CLI-02765,Cisco,Routeur 5G Pro Industrial,354107519804431,208105210657536,893310475603654482,Nano-SIM Physique,True,True,2023,2024-08-13
EQP-02766,CLI-02766,Samsung,Galaxy A55 5G,357306958049046,208109626615636,893310410534719404,eSIM Virtuelle,True,False,2024,2023-08-17
EQP-02767,CLI-02767,Apple,iPhone 11 4G,352121103160030,208105908096594,893310941243215216,eSIM Virtuelle,False,False,2025,2023-12-13
EQP-02768,CLI-02768,Apple,iPhone 11 4G,354264809600998,208104832478276,893310312240617538,Nano-SIM Physique,False,False,2025,2023-06-28
EQP-02769,CLI-02769,Samsung,Galaxy A55 5G,353894869901594,208104876313510,893310904548789042,Nano-SIM Physique,True,False,2025,2023-08-24
EQP-02770,CLI-02770,Cisco,Routeur 5G Pro Industrial,359242649352020,208107926174118,893310741478382934,eSIM Virtuelle,True,True,2023,2023-03-17
EQP-02771,CLI-02771,Samsung,Galaxy A55 5G,353306222125394,208104168813397,893310639394096156,eSIM Virtuelle,True,False,2025,2023-01-09
EQP-02772,CLI-02772,Xiaomi,Xiaomi 13 Pro 5G,357601547769593,208107799608145,893310384562644694,Nano-SIM Physique,True,False,2024,2023-08-15
EQP-02773,CLI-02773,Apple,iPhone 15 Pro 5G,357597698372820,208106173550982,893310626919672128,Nano-SIM Physique,True,True,2023,2024-05-18
EQP-02774,CLI-02774,Apple,iPhone 11 4G,352979498405720,208108677818046,893310677387606468,Nano-SIM Physique,False,False,2025,2024-07-01
EQP-02775,CLI-02775,Google,Pixel 8 Pro 5G,353049283115228,208101906020888,893310642960925471,eSIM Virtuelle,True,True,2024,2023-01-28
EQP-02776,CLI-02776,Apple,iPhone 15 Pro 5G,358322112656693,208104926872869,893310519148699831,Nano-SIM Physique,True,True,2024,2024-03-30
EQP-02777,CLI-02777,Apple,iPhone 11 4G,355021564838831,208106840825957,893310583398954762,Nano-SIM Physique,False,False,2025,2023-01-22
EQP-02778,CLI-02778,Apple,iPhone 15 Pro 5G,353165665585545,208103101301265,893310557113802513,Nano-SIM Physique,True,True,2025,2024-01-31
EQP-02779,CLI-02779,Cisco,Routeur 5G Pro Industrial,351017740945527,208109704634205,893310762263863847,eSIM Virtuelle,True,True,2023,2023-06-20
EQP-02780,CLI-02780,Samsung,Galaxy A55 5G,352477792408828,208106746689217,893310775999612897,eSIM Virtuelle,True,False,2025,2023-08-09
EQP-02781,CLI-02781,Samsung,Galaxy A55 5G,354697918421100,208107829752664,893310583688048748,Nano-SIM Physique,True,False,2025,2023-12-04
EQP-02782,CLI-02782,Huawei,P30 Pro 4G,356674610778242,208106356648610,893310310428458968,eSIM Virtuelle,False,False,2025,2024-02-20
EQP-02783,CLI-02783,Cisco,Routeur 5G Pro Industrial,351874451846714,208109710256376,893310980243432328,eSIM Virtuelle,True,True,2023,2023-10-06
EQP-02784,CLI-02784,Google,Pixel 8 Pro 5G,358382927116073,208109438009897,893310520732464284,Nano-SIM Physique,True,True,2025,2024-01-15
EQP-02785,CLI-02785,Huawei,P30 Pro 4G,358482460373784,208107508706565,893310380031555781,Nano-SIM Physique,False,False,2023,2024-07-20
EQP-02786,CLI-02786,Samsung,Galaxy A51 4G,355114299044721,208103941981105,893310126764351389,Nano-SIM Physique,False,False,2023,2023-02-16
EQP-02787,CLI-02787,Apple,iPhone 11 4G,354524439786319,208109149932766,893310874447729615,eSIM Virtuelle,False,False,2024,2023-07-15
EQP-02788,CLI-02788,Cisco,Routeur 5G Pro Industrial,352630311568521,208107854110639,893310131793081367,Nano-SIM Physique,True,True,2024,2023-10-23
EQP-02789,CLI-02789,Apple,iPhone 14 5G,355675968421966,208101498574887,893310789404117188,Nano-SIM Physique,True,False,2025,2023-05-21
EQP-02790,CLI-02790,Apple,iPhone 14 5G,356875299420016,208104426770859,893310249624732491,Nano-SIM Physique,True,False,2024,2024-06-25
EQP-02791,CLI-02791,Samsung,Galaxy A55 5G,356680978231480,208106051662230,893310224233080111,Nano-SIM Physique,True,False,2023,2023-12-25
EQP-02792,CLI-02792,Huawei,P30 Pro 4G,358131837057710,208108241774739,893310814402591800,Nano-SIM Physique,False,False,2025,2024-02-29
EQP-02793,CLI-02793,Samsung,Galaxy A51 4G,355741049696806,208106742636679,893310710382900266,eSIM Virtuelle,False,False,2024,2024-07-11
EQP-02794,CLI-02794,Apple,iPhone 11 4G,355092222589293,208109280777020,893310387524952418,Nano-SIM Physique,False,False,2025,2023-12-11
EQP-02795,CLI-02795,Xiaomi,Xiaomi 13 Pro 5G,355416037107615,208101063349296,893310663310010567,Nano-SIM Physique,True,False,2023,2024-06-15
EQP-02796,CLI-02796,Samsung,Galaxy A51 4G,352569146030865,208108290427540,893310425348580366,Nano-SIM Physique,False,False,2023,2024-06-11
EQP-02797,CLI-02797,Apple,iPhone 14 5G,358709221376799,208101090885468,893310792068181181,eSIM Virtuelle,True,False,2023,2023-10-28
EQP-02798,CLI-02798,Apple,iPhone 15 Pro 5G,351444790149059,208106771773159,893310949080131815,eSIM Virtuelle,True,True,2023,2023-09-23
EQP-02799,CLI-02799,Xiaomi,Xiaomi 13 Pro 5G,352491270215256,208108884024892,893310600978009856,Nano-SIM Physique,True,False,2023,2023-06-19
EQP-02800,CLI-02800,Huawei,P30 Pro 4G,354548129690955,208104116366934,893310413770942156,eSIM Virtuelle,False,False,2025,2023-02-22
EQP-02801,CLI-02801,Apple,iPhone 11 4G,354049339678490,208108231462660,893310585687746865,Nano-SIM Physique,False,False,2023,2023-06-04
EQP-02802,CLI-02802,Samsung,Galaxy A51 4G,352340133589621,208104173238151,893310891036925512,Nano-SIM Physique,False,False,2023,2023-05-14
EQP-02803,CLI-02803,Apple,iPhone 11 4G,354864960927158,208104933637302,893310723573447703,eSIM Virtuelle,False,False,2024,2023-11-26
EQP-02804,CLI-02804,Apple,iPhone 14 5G,353809155684545,208101489153268,893310128263454445,eSIM Virtuelle,True,False,2025,2023-06-20
EQP-02805,CLI-02805,Cisco,Routeur 5G Pro Industrial,359130559301279,208103369390174,893310441359598301,eSIM Virtuelle,True,True,2025,2024-01-11
EQP-02806,CLI-02806,Samsung,Galaxy S24 Ultra 5G,352956002985199,208102275501852,893310144910684955,Nano-SIM Physique,True,True,2024,2023-08-20
EQP-02807,CLI-02807,Huawei,P30 Pro 4G,358314476614401,208106278225191,893310158131973068,eSIM Virtuelle,False,False,2025,2023-12-31
EQP-02808,CLI-02808,Huawei,P30 Pro 4G,358766585532388,208103688384180,893310214760764303,Nano-SIM Physique,False,False,2024,2023-09-25
EQP-02809,CLI-02809,Samsung,Galaxy A55 5G,354390500780227,208109896349861,893310621967373055,Nano-SIM Physique,True,False,2025,2024-03-28
EQP-02810,CLI-02810,Cisco,Routeur 5G Pro Industrial,353095747155634,208108779929248,893310326469925434,Nano-SIM Physique,True,True,2024,2024-02-19
EQP-02811,CLI-02811,Cisco,Routeur 5G Pro Industrial,355125720564548,208105655250196,893310610993847747,Nano-SIM Physique,True,True,2025,2023-04-04
EQP-02812,CLI-02812,Apple,iPhone 15 Pro 5G,352252802545384,208101132436345,893310174135824248,Nano-SIM Physique,True,True,2023,2023-12-05
EQP-02813,CLI-02813,Huawei,P30 Pro 4G,356721091363846,208101111252846,893310374601174668,eSIM Virtuelle,False,False,2024,2023-09-21
EQP-02814,CLI-02814,Huawei,P30 Pro 4G,354846697392256,208108252714977,893310951681078932,Nano-SIM Physique,False,False,2024,2023-03-13
EQP-02815,CLI-02815,Apple,iPhone 14 5G,352305214329065,208102740153294,893310822966959277,Nano-SIM Physique,True,False,2024,2023-09-07
EQP-02816,CLI-02816,Samsung,Galaxy S24 Ultra 5G,351609006976251,208103201536294,893310471710590009,Nano-SIM Physique,True,True,2024,2024-01-21
EQP-02817,CLI-02817,Samsung,Galaxy S24 Ultra 5G,356420396357493,208102379797398,893310363008876491,Nano-SIM Physique,True,True,2025,2023-04-28
EQP-02818,CLI-02818,Google,Pixel 8 Pro 5G,351272459533788,208108612095195,893310446665342452,eSIM Virtuelle,True,True,2025,2024-06-22
EQP-02819,CLI-02819,Google,Pixel 8 Pro 5G,355871288446893,208109053813938,893310489064936795,Nano-SIM Physique,True,True,2023,2023-02-12
EQP-02820,CLI-02820,Xiaomi,Xiaomi 13 Pro 5G,353246431928270,208105377449646,893310719831617147,Nano-SIM Physique,True,False,2023,2023-05-23
EQP-02821,CLI-02821,Samsung,Galaxy S24 Ultra 5G,354254916264915,208108475420467,893310677814910795,eSIM Virtuelle,True,True,2023,2024-02-01
EQP-02822,CLI-02822,Samsung,Galaxy A55 5G,351852218839596,208104733411830,893310103888600428,Nano-SIM Physique,True,False,2023,2023-07-05
EQP-02823,CLI-02823,Apple,iPhone 11 4G,357417420953659,208105407260594,893310363192043468,Nano-SIM Physique,False,False,2023,2023-03-02
EQP-02824,CLI-02824,Apple,iPhone 14 5G,352343584203371,208107531832477,893310603045109871,Nano-SIM Physique,True,False,2024,2023-01-18
EQP-02825,CLI-02825,Huawei,P30 Pro 4G,354997856428029,208101645770031,893310510580021265,eSIM Virtuelle,False,False,2024,2023-05-12
EQP-02826,CLI-02826,Huawei,P30 Pro 4G,351612400007512,208101735599103,893310766435830727,eSIM Virtuelle,False,False,2025,2023-05-24
EQP-02827,CLI-02827,Apple,iPhone 11 4G,351561949592516,208107343475567,893310970459364984,Nano-SIM Physique,False,False,2023,2024-02-11
EQP-02828,CLI-02828,Samsung,Galaxy A51 4G,352088251991249,208106328653878,893310459705232730,Nano-SIM Physique,False,False,2023,2024-05-15
EQP-02829,CLI-02829,Samsung,Galaxy A55 5G,353472244887194,208105963302629,893310345315147411,eSIM Virtuelle,True,False,2025,2024-05-22
EQP-02830,CLI-02830,Samsung,Galaxy A51 4G,355272466949179,208106048052154,893310787126431428,Nano-SIM Physique,False,False,2023,2024-05-28
EQP-02831,CLI-02831,Huawei,P30 Pro 4G,352306939056985,208104777256988,893310388334239311,eSIM Virtuelle,False,False,2025,2023-05-21
EQP-02832,CLI-02832,Apple,iPhone 15 Pro 5G,359336972146589,208101152104808,893310213116609785,eSIM Virtuelle,True,True,2025,2024-08-08
EQP-02833,CLI-02833,Samsung,Galaxy A51 4G,355417928108896,208109620698403,893310916254996286,Nano-SIM Physique,False,False,2025,2024-03-22
EQP-02834,CLI-02834,Cisco,Routeur 5G Pro Industrial,356092681701192,208105187241519,893310757395317245,Nano-SIM Physique,True,True,2025,2023-06-07
EQP-02835,CLI-02835,Huawei,P30 Pro 4G,355753906344030,208105667779411,893310874555215733,eSIM Virtuelle,False,False,2025,2024-08-15
EQP-02836,CLI-02836,Xiaomi,Xiaomi 13 Pro 5G,354260235896828,208106939079359,893310297574571125,Nano-SIM Physique,True,False,2024,2023-02-03
EQP-02837,CLI-02837,Huawei,P30 Pro 4G,354546870204611,208107145338378,893310450767398179,Nano-SIM Physique,False,False,2023,2024-04-17
EQP-02838,CLI-02838,Huawei,P30 Pro 4G,356464194383588,208101963997998,893310501260282872,Nano-SIM Physique,False,False,2025,2024-01-06
EQP-02839,CLI-02839,Xiaomi,Xiaomi 13 Pro 5G,358590645969050,208103567690816,893310542874785656,eSIM Virtuelle,True,False,2023,2023-10-05
EQP-02840,CLI-02840,Xiaomi,Xiaomi 13 Pro 5G,354690357129879,208109632746248,893310205286520328,Nano-SIM Physique,True,False,2025,2023-12-20
EQP-02841,CLI-02841,Huawei,P30 Pro 4G,357980925877608,208109896978745,893310588966091149,Nano-SIM Physique,False,False,2023,2024-07-01
EQP-02842,CLI-02842,Google,Pixel 8 Pro 5G,355179875901666,208106118287755,893310471414857653,eSIM Virtuelle,True,True,2025,2024-05-14
EQP-02843,CLI-02843,Apple,iPhone 14 5G,352724385680890,208103198693607,893310878410334746,Nano-SIM Physique,True,False,2023,2023-06-09
EQP-02844,CLI-02844,Samsung,Galaxy A51 4G,353102271595060,208104453224318,893310723522686648,eSIM Virtuelle,False,False,2023,2024-05-05
EQP-02845,CLI-02845,Apple,iPhone 11 4G,351969218644606,208102910076141,893310171091086540,Nano-SIM Physique,False,False,2024,2023-05-21
EQP-02846,CLI-02846,Samsung,Galaxy A51 4G,354485012789280,208104888829816,893310252894290875,eSIM Virtuelle,False,False,2023,2023-01-06
EQP-02847,CLI-02847,Xiaomi,Xiaomi 13 Pro 5G,358384133046216,208103535472300,893310907714890789,Nano-SIM Physique,True,False,2024,2023-03-18
EQP-02848,CLI-02848,Xiaomi,Xiaomi 13 Pro 5G,354519712877595,208104683222126,893310833244212244,Nano-SIM Physique,True,False,2023,2023-01-30
EQP-02849,CLI-02849,Huawei,P30 Pro 4G,359679843219786,208106704882162,893310429176487147,eSIM Virtuelle,False,False,2023,2023-09-12
EQP-02850,CLI-02850,Apple,iPhone 11 4G,352002791587057,208106868229820,893310390447525208,eSIM Virtuelle,False,False,2023,2023-07-07
EQP-02851,CLI-02851,Samsung,Galaxy S24 Ultra 5G,354477292226411,208101649199968,893310314643777645,Nano-SIM Physique,True,True,2023,2024-06-17
EQP-02852,CLI-02852,Cisco,Routeur 5G Pro Industrial,353747348915311,208102821170280,893310469740390052,eSIM Virtuelle,True,True,2023,2023-09-17
EQP-02853,CLI-02853,Huawei,P30 Pro 4G,353171392780041,208105780314783,893310998770596266,eSIM Virtuelle,False,False,2025,2024-07-03
EQP-02854,CLI-02854,Samsung,Galaxy A55 5G,354446056531941,208106600547259,893310924723409165,Nano-SIM Physique,True,False,2025,2023-05-24
EQP-02855,CLI-02855,Samsung,Galaxy A51 4G,357487160728103,208109053769710,893310978980116979,Nano-SIM Physique,False,False,2025,2023-12-12
EQP-02856,CLI-02856,Samsung,Galaxy A55 5G,357556966292950,208106240485699,893310405424466807,Nano-SIM Physique,True,False,2024,2023-07-04
EQP-02857,CLI-02857,Apple,iPhone 11 4G,352313533553810,208102185726734,893310165699126362,Nano-SIM Physique,False,False,2025,2023-11-17
EQP-02858,CLI-02858,Xiaomi,Xiaomi 13 Pro 5G,359692850015462,208108906089989,893310748369335165,eSIM Virtuelle,True,False,2024,2023-11-14
EQP-02859,CLI-02859,Samsung,Galaxy A51 4G,354021035118070,208107441976169,893310487948053911,eSIM Virtuelle,False,False,2024,2023-09-17
EQP-02860,CLI-02860,Huawei,P30 Pro 4G,353926140847921,208102433554166,893310202792093253,Nano-SIM Physique,False,False,2023,2024-03-14
EQP-02861,CLI-02861,Huawei,P30 Pro 4G,357839745249951,208108846460106,893310494068398825,Nano-SIM Physique,False,False,2024,2023-09-06
EQP-02862,CLI-02862,Samsung,Galaxy A55 5G,354691206219030,208107080878748,893310831255364847,Nano-SIM Physique,True,False,2024,2023-02-19
EQP-02863,CLI-02863,Huawei,P30 Pro 4G,352946298151747,208108420413448,893310431739192606,Nano-SIM Physique,False,False,2023,2023-08-03
EQP-02864,CLI-02864,Apple,iPhone 11 4G,357821959747992,208102178250694,893310610894422419,Nano-SIM Physique,False,False,2025,2024-04-23
EQP-02865,CLI-02865,Apple,iPhone 15 Pro 5G,351240730095349,208103818521842,893310120151527219,eSIM Virtuelle,True,True,2023,2024-07-08
EQP-02866,CLI-02866,Samsung,Galaxy A51 4G,356138702753875,208108613754535,893310630554901397,Nano-SIM Physique,False,False,2024,2023-04-15
EQP-02867,CLI-02867,Apple,iPhone 15 Pro 5G,357220529804374,208108377172408,893310425891371196,Nano-SIM Physique,True,True,2025,2023-06-15
EQP-02868,CLI-02868,Apple,iPhone 14 5G,354316472165682,208107751611228,893310884447677332,Nano-SIM Physique,True,False,2023,2024-08-09
EQP-02869,CLI-02869,Apple,iPhone 11 4G,354627415950955,208104418483205,893310710892879384,eSIM Virtuelle,False,False,2024,2023-04-08
EQP-02870,CLI-02870,Samsung,Galaxy S24 Ultra 5G,354082478678465,208104447583754,893310111947456958,eSIM Virtuelle,True,True,2025,2024-08-02
EQP-02871,CLI-02871,Cisco,Routeur 5G Pro Industrial,351512724380484,208101903343839,893310405818315017,Nano-SIM Physique,True,True,2024,2023-05-02
EQP-02872,CLI-02872,Google,Pixel 8 Pro 5G,354853886002912,208108524855523,893310831517788068,Nano-SIM Physique,True,True,2024,2024-02-23
EQP-02873,CLI-02873,Huawei,P30 Pro 4G,352078423796208,208103202439348,893310591781109615,eSIM Virtuelle,False,False,2023,2023-10-29
EQP-02874,CLI-02874,Samsung,Galaxy A51 4G,354402619716581,208106343935193,893310568735708278,Nano-SIM Physique,False,False,2025,2024-06-21
EQP-02875,CLI-02875,Apple,iPhone 14 5G,357611769635422,208101623568612,893310870886299963,Nano-SIM Physique,True,False,2025,2024-05-17
EQP-02876,CLI-02876,Apple,iPhone 11 4G,354867776879699,208107861019826,893310223015877398,Nano-SIM Physique,False,False,2025,2023-02-11
EQP-02877,CLI-02877,Apple,iPhone 14 5G,353131261902182,208105445057091,893310911441715460,eSIM Virtuelle,True,False,2025,2023-01-25
EQP-02878,CLI-02878,Xiaomi,Xiaomi 13 Pro 5G,356859143216145,208103916549604,893310952315294228,eSIM Virtuelle,True,False,2025,2023-02-10
EQP-02879,CLI-02879,Samsung,Galaxy S24 Ultra 5G,358787430350586,208107235055313,893310957789216373,Nano-SIM Physique,True,True,2025,2023-01-21
EQP-02880,CLI-02880,Google,Pixel 8 Pro 5G,351217198919365,208104543955198,893310312750818176,Nano-SIM Physique,True,True,2024,2024-02-08
EQP-02881,CLI-02881,Cisco,Routeur 5G Pro Industrial,351991064744507,208105056859598,893310441851573917,Nano-SIM Physique,True,True,2024,2023-06-09
EQP-02882,CLI-02882,Google,Pixel 8 Pro 5G,353603978188480,208107955038857,893310694643652468,eSIM Virtuelle,True,True,2023,2024-04-23
EQP-02883,CLI-02883,Huawei,P30 Pro 4G,352440195084688,208104023444202,893310584964078136,Nano-SIM Physique,False,False,2024,2023-07-23
EQP-02884,CLI-02884,Google,Pixel 8 Pro 5G,357976879985842,208104286931708,893310129842064889,Nano-SIM Physique,True,True,2024,2023-04-21
EQP-02885,CLI-02885,Cisco,Routeur 5G Pro Industrial,352555242198418,208105712728406,893310689455769535,eSIM Virtuelle,True,True,2025,2023-03-02
EQP-02886,CLI-02886,Samsung,Galaxy A51 4G,356815232457172,208103701395548,893310692099539921,Nano-SIM Physique,False,False,2025,2024-03-29
EQP-02887,CLI-02887,Huawei,P30 Pro 4G,354499035782079,208107090489442,893310327084681802,eSIM Virtuelle,False,False,2023,2023-10-24
EQP-02888,CLI-02888,Apple,iPhone 11 4G,357698884425481,208102914813377,893310145736626834,Nano-SIM Physique,False,False,2025,2023-06-03
EQP-02889,CLI-02889,Apple,iPhone 11 4G,356631710799910,208102595548841,893310614446849184,Nano-SIM Physique,False,False,2025,2023-04-19
EQP-02890,CLI-02890,Google,Pixel 8 Pro 5G,354758438391416,208101763625669,893310525897038769,Nano-SIM Physique,True,True,2024,2024-03-20
EQP-02891,CLI-02891,Xiaomi,Xiaomi 13 Pro 5G,354681107689498,208102554128217,893310490455353666,eSIM Virtuelle,True,False,2024,2023-05-21
EQP-02892,CLI-02892,Huawei,P30 Pro 4G,359156880091263,208109359524129,893310226676348808,eSIM Virtuelle,False,False,2025,2023-06-01
EQP-02893,CLI-02893,Cisco,Routeur 5G Pro Industrial,357159251572179,208102554407405,893310737483252243,Nano-SIM Physique,True,True,2023,2023-08-16
EQP-02894,CLI-02894,Apple,iPhone 11 4G,355692847962017,208104662334357,893310448012062278,Nano-SIM Physique,False,False,2025,2023-06-11
EQP-02895,CLI-02895,Cisco,Routeur 5G Pro Industrial,359537404741080,208107866833353,893310433811618853,eSIM Virtuelle,True,True,2024,2023-02-26
EQP-02896,CLI-02896,Google,Pixel 8 Pro 5G,351579872960707,208106399471993,893310755730997624,Nano-SIM Physique,True,True,2023,2024-07-03
EQP-02897,CLI-02897,Samsung,Galaxy S24 Ultra 5G,359312119674604,208101777707865,893310620813886750,Nano-SIM Physique,True,True,2023,2023-06-24
EQP-02898,CLI-02898,Samsung,Galaxy S24 Ultra 5G,357640915808537,208106191829064,893310114856851517,Nano-SIM Physique,True,True,2024,2023-02-13
EQP-02899,CLI-02899,Huawei,P30 Pro 4G,351320196605889,208107849496299,893310869730354661,Nano-SIM Physique,False,False,2024,2024-02-25
EQP-02900,CLI-02900,Samsung,Galaxy A51 4G,353673575392112,208103788922521,893310536323552215,Nano-SIM Physique,False,False,2025,2023-01-30
EQP-02901,CLI-02901,Xiaomi,Xiaomi 13 Pro 5G,357429878884161,208108574152515,893310763090187281,eSIM Virtuelle,True,False,2025,2023-12-13
EQP-02902,CLI-02902,Cisco,Routeur 5G Pro Industrial,359233969872554,208105325227304,893310508592526394,Nano-SIM Physique,True,True,2024,2023-05-23
EQP-02903,CLI-02903,Apple,iPhone 11 4G,356731265766258,208109619839054,893310847893961468,Nano-SIM Physique,False,False,2025,2023-10-01
EQP-02904,CLI-02904,Samsung,Galaxy A51 4G,356728100620045,208109251225919,893310960858186211,eSIM Virtuelle,False,False,2025,2023-01-22
EQP-02905,CLI-02905,Samsung,Galaxy A51 4G,356024508552079,208107202587670,893310323123702442,Nano-SIM Physique,False,False,2024,2023-05-26
EQP-02906,CLI-02906,Google,Pixel 8 Pro 5G,355222702675905,208101281237339,893310912814297592,Nano-SIM Physique,True,True,2024,2023-06-02
EQP-02907,CLI-02907,Samsung,Galaxy S24 Ultra 5G,351798123677268,208106481577540,893310774180995860,eSIM Virtuelle,True,True,2023,2023-04-18
EQP-02908,CLI-02908,Samsung,Galaxy A55 5G,351800153117360,208101865650222,893310539497490353,eSIM Virtuelle,True,False,2023,2024-07-19
EQP-02909,CLI-02909,Xiaomi,Xiaomi 13 Pro 5G,355211904021364,208108471597084,893310178353830766,Nano-SIM Physique,True,False,2023,2023-10-06
EQP-02910,CLI-02910,Apple,iPhone 11 4G,351230710262586,208103047267963,893310480787559487,eSIM Virtuelle,False,False,2025,2023-05-21
EQP-02911,CLI-02911,Huawei,P30 Pro 4G,356648985314187,208105500068626,893310584137688113,Nano-SIM Physique,False,False,2024,2023-03-13
EQP-02912,CLI-02912,Xiaomi,Xiaomi 13 Pro 5G,354424988979665,208103769856179,893310479651559410,Nano-SIM Physique,True,False,2025,2024-01-30
EQP-02913,CLI-02913,Huawei,P30 Pro 4G,351945274362153,208106733002935,893310215009600414,eSIM Virtuelle,False,False,2025,2023-07-02
EQP-02914,CLI-02914,Samsung,Galaxy A51 4G,351949007627982,208101700922786,893310146451609245,Nano-SIM Physique,False,False,2023,2023-06-04
EQP-02915,CLI-02915,Google,Pixel 8 Pro 5G,355119584909816,208109998045140,893310932701350500,eSIM Virtuelle,True,True,2023,2023-02-17
EQP-02916,CLI-02916,Samsung,Galaxy A51 4G,356627922568715,208108813077781,893310160427523030,Nano-SIM Physique,False,False,2023,2024-06-08
EQP-02917,CLI-02917,Samsung,Galaxy A55 5G,353354337761158,208107952045646,893310691244197346,Nano-SIM Physique,True,False,2025,2023-11-12
EQP-02918,CLI-02918,Google,Pixel 8 Pro 5G,354832287093854,208108410621474,893310694380180404,Nano-SIM Physique,True,True,2024,2023-11-14
EQP-02919,CLI-02919,Apple,iPhone 15 Pro 5G,352591336762324,208107694528210,893310142231499854,eSIM Virtuelle,True,True,2023,2024-02-11
EQP-02920,CLI-02920,Xiaomi,Xiaomi 13 Pro 5G,355280710980969,208108196392224,893310967220280920,eSIM Virtuelle,True,False,2023,2024-07-15
EQP-02921,CLI-02921,Huawei,P30 Pro 4G,352719956508776,208108021365944,893310276386447864,Nano-SIM Physique,False,False,2024,2024-05-11
EQP-02922,CLI-02922,Huawei,P30 Pro 4G,354647927967510,208101999445909,893310983042682995,Nano-SIM Physique,False,False,2023,2023-02-10
EQP-02923,CLI-02923,Samsung,Galaxy S24 Ultra 5G,354989377543962,208102449705554,893310796050706952,eSIM Virtuelle,True,True,2025,2023-07-05
EQP-02924,CLI-02924,Apple,iPhone 15 Pro 5G,352416955814747,208101191064928,893310662584162239,eSIM Virtuelle,True,True,2023,2023-06-02
EQP-02925,CLI-02925,Samsung,Galaxy A55 5G,354539962796599,208109889714021,893310433049146816,eSIM Virtuelle,True,False,2025,2024-07-04
EQP-02926,CLI-02926,Samsung,Galaxy S24 Ultra 5G,358746568775500,208102122537383,893310367841094819,Nano-SIM Physique,True,True,2025,2023-04-22
EQP-02927,CLI-02927,Apple,iPhone 14 5G,357693497268482,208103513285173,893310370224762602,eSIM Virtuelle,True,False,2023,2023-01-16
EQP-02928,CLI-02928,Apple,iPhone 15 Pro 5G,353734433989930,208102424438644,893310191967664708,Nano-SIM Physique,True,True,2024,2023-01-10
EQP-02929,CLI-02929,Cisco,Routeur 5G Pro Industrial,357009569383124,208106521963779,893310502527581080,eSIM Virtuelle,True,True,2023,2023-06-20
