id_client,nom_client,email_contact,telephone_contact,type_client,siret_entreprise,id_forfait_actuel,nom_forfait_actuel,statut_contrat,score_nps_satisfaction,date_souscription,arpu_mensuel_actuel_eur,arpu_potentiel_5g_max_eur,gain_arpu_potentiel_eur,consommation_donnees_mensuelle_gb,quota_donnees_mensuel_gb,taux_utilisation_quota_mars_pct,frais_hors_forfait_eur,commune,code_departement,nom_region,nb_micro_coupures_reseau_30j,score_risque_churn_pct,score_propension_upsell_5g_pct
CLI-01799,Client Robert 1799,client.1799@email.fr,+33686443489,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,10,2023-01-07,29.99,44.99,15.0,64.3,100.0,64.3,0.0,Toulouse,31 - Haute-Garonne,Occitanie,1,19.0,95.0
CLI-01800,Client Martin 1800,client.1800@email.fr,+33625370902,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,9,2024-07-27,29.99,44.99,15.0,78.9,100.0,78.9,0.0,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,2,23.0,95.0
CLI-01801,Client Dupont 1801,client.1801@email.fr,+33680574997,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,6,2024-03-01,29.99,44.99,15.0,61.5,100.0,61.5,0.0,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,3,27.0,95.0
CLI-01802,Client Bernard 1802,client.1802@email.fr,+33629670593,B2C_PARTICULIER,,FORF-5G-MAX,Forfait 5G Max Illimité,ACTIF,6,2023-07-20,29.99,44.99,15.0,52.6,100.0,52.6,0.0,Rennes,35 - Ille-et-Vilaine,Bretagne,3,27.0,85.0
CLI-01803,Client Bernard 1803,client.1803@email.fr,+33621357725,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,8,2024-01-17,29.99,44.99,15.0,60.5,100.0,60.5,0.0,Nantes,44 - Loire-Atlantique,Pays de la Loire,3,27.0,85.0
CLI-01804,Client Martin 1804,client.1804@email.fr,+33676433121,B2C_PARTICULIER,,FORF-5G-MAX,Forfait 5G Max Illimité,ACTIF,10,2024-01-27,29.99,44.99,15.0,69.6,100.0,69.6,0.0,Montpellier,34 - Hérault,Occitanie,0,15.0,85.0
CLI-01805,Client Dupont 1805,client.1805@email.fr,+33680578240,B2C_PARTICULIER,,FORF-5G-MAX,Forfait 5G Max Illimité,ACTIF,10,2023-07-17,29.99,44.99,15.0,56.3,100.0,56.3,0.0,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,2,23.0,85.0
CLI-01806,Client Martin 1806,client.1806@email.fr,+33673517533,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,7,2024-04-09,29.99,44.99,15.0,79.2,100.0,79.2,0.0,Montpellier,34 - Hérault,Occitanie,1,19.0,95.0
CLI-01807,Client Dupont 1807,client.1807@email.fr,+33636973477,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,7,2023-03-17,29.99,44.99,15.0,94.7,100.0,94.7,0.0,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,0,15.0,95.0
CLI-01808,Client Bernard 1808,client.1808@email.fr,+33643333832,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,8,2024-02-19,29.99,44.99,15.0,43.3,100.0,43.3,0.0,Strasbourg,67 - Bas-Rhin,Grand Est,3,27.0,95.0
CLI-01809,Client Petit 1809,client.1809@email.fr,+33637434803,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,6,2024-06-20,29.99,44.99,15.0,71.3,100.0,71.3,0.0,Strasbourg,67 - Bas-Rhin,Grand Est,0,15.0,95.0
CLI-01810,Client Bernard 1810,client.1810@email.fr,+33635770419,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,9,2023-10-25,29.99,44.99,15.0,55.1,100.0,55.1,0.0,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,1,19.0,95.0
CLI-01811,Client Dupont 1811,client.1811@email.fr,+33685897624,B2C_PARTICULIER,,FORF-5G-MAX,Forfait 5G Max Illimité,ACTIF,8,2024-05-28,29.99,44.99,15.0,85.2,100.0,85.2,0.0,Montpellier,34 - Hérault,Occitanie,3,27.0,85.0
CLI-01812,Client Bernard 1812,client.1812@email.fr,+33688377084,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,8,2023-04-10,29.99,44.99,15.0,82.6,100.0,82.6,0.0,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,2,23.0,95.0
CLI-01813,Client Petit 1813,client.1813@email.fr,+33673618103,B2C_PARTICULIER,,FORF-5G-MAX,Forfait 5G Max Illimité,ACTIF,10,2023-08-03,29.99,44.99,15.0,33.2,100.0,33.2,0.0,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,2,23.0,85.0
CLI-01814,Client Dupont 1814,client.1814@email.fr,+33698925534,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,6,2023-01-13,29.99,44.99,15.0,35.2,100.0,35.2,0.0,Nantes,44 - Loire-Atlantique,Pays de la Loire,2,23.0,95.0
CLI-01815,Client Dupont 1815,client.1815@email.fr,+33613669530,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,8,2024-07-12,29.99,44.99,15.0,41.2,100.0,41.2,0.0,Rennes,35 - Ille-et-Vilaine,Bretagne,1,19.0,85.0
CLI-01816,Client Robert 1816,client.1816@email.fr,+33611967275,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,6,2023-04-19,29.99,44.99,15.0,53.3,100.0,53.3,0.0,Rennes,35 - Ille-et-Vilaine,Bretagne,3,27.0,95.0
CLI-01817,Client Robert 1817,client.1817@email.fr,+33684733088,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,6,2023-05-21,29.99,44.99,15.0,79.2,100.0,79.2,0.0,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,1,19.0,85.0
CLI-01818,Client Robert 1818,client.1818@email.fr,+33653604229,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,10,2024-04-18,29.99,44.99,15.0,51.2,100.0,51.2,0.0,Strasbourg,67 - Bas-Rhin,Grand Est,0,15.0,85.0
CLI-01819,Client Dupont 1819,client.1819@email.fr,+33618438059,B2C_PARTICULIER,,FORF-5G-MAX,Forfait 5G Max Illimité,ACTIF,10,2023-07-06,29.99,44.99,15.0,69.0,100.0,69.0,0.0,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,1,19.0,85.0
CLI-01820,Client Petit 1820,client.1820@email.fr,+33624805704,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,9,2024-06-04,29.99,44.99,15.0,78.0,100.0,78.0,0.0,Lille,59 - Nord,Hauts-de-France,2,23.0,95.0
CLI-01821,Client Martin 1821,client.1821@email.fr,+33676477586,B2C_PARTICULIER,,FORF-5G-MAX,Forfait 5G Max Illimité,ACTIF,7,2023-09-28,29.99,44.99,15.0,70.7,100.0,70.7,0.0,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,2,23.0,85.0
CLI-01822,Client Bernard 1822,client.1822@email.fr,+33656638087,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,6,2024-03-11,29.99,44.99,15.0,39.4,100.0,39.4,0.0,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,0,15.0,95.0
CLI-01823,Client Robert 1823,client.1823@email.fr,+33651383060,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,9,2023-01-13,29.99,44.99,15.0,83.0,100.0,83.0,0.0,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,2,23.0,85.0
CLI-01824,Client Petit 1824,client.1824@email.fr,+33684295633,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,10,2023-09-28,29.99,44.99,15.0,60.2,100.0,60.2,0.0,Toulouse,31 - Haute-Garonne,Occitanie,2,23.0,95.0
CLI-01825,Client Dupont 1825,client.1825@email.fr,+33629925591,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,6,2023-06-24,29.99,44.99,15.0,93.9,100.0,93.9,0.0,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,3,27.0,85.0
CLI-01826,Client Bernard 1826,client.1826@email.fr,+33671598189,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,8,2023-02-25,29.99,44.99,15.0,89.4,100.0,89.4,0.0,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,3,27.0,85.0
CLI-01827,Client Bernard 1827,client.1827@email.fr,+33642779390,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,8,2024-04-18,29.99,44.99,15.0,37.9,100.0,37.9,0.0,Strasbourg,67 - Bas-Rhin,Grand Est,2,23.0,95.0
CLI-01828,Client Bernard 1828,client.1828@email.fr,+33660526785,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,9,2023-07-13,29.99,44.99,15.0,91.4,100.0,91.4,0.0,Paris,75 - Paris,Île-de-France,1,19.0,85.0
CLI-01829,Client Petit 1829,client.1829@email.fr,+33649617360,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,6,2023-07-05,29.99,44.99,15.0,67.1,100.0,67.1,0.0,Rennes,35 - Ille-et-Vilaine,Bretagne,1,19.0,85.0
CLI-01830,Client Bernard 1830,client.1830@email.fr,+33670018743,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,8,2024-03-06,29.99,44.99,15.0,62.6,100.0,62.6,0.0,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,0,15.0,85.0
CLI-01831,Client Petit 1831,client.1831@email.fr,+33662035680,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,9,2023-09-29,29.99,44.99,15.0,45.3,100.0,45.3,0.0,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,2,23.0,95.0
CLI-01832,Client Petit 1832,client.1832@email.fr,+33676419710,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,9,2024-05-15,29.99,44.99,15.0,69.8,100.0,69.8,0.0,Paris,75 - Paris,Île-de-France,1,19.0,85.0
CLI-01833,Client Robert 1833,client.1833@email.fr,+33680302883,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,8,2023-11-01,29.99,44.99,15.0,59.2,100.0,59.2,0.0,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,1,19.0,85.0
CLI-01834,Client Petit 1834,client.1834@email.fr,+33641495644,B2C_PARTICULIER,,FORF-5G-MAX,Forfait 5G Max Illimité,ACTIF,7,2023-11-08,29.99,44.99,15.0,94.4,100.0,94.4,0.0,Strasbourg,67 - Bas-Rhin,Grand Est,1,19.0,85.0
CLI-01835,Client Bernard 1835,client.1835@email.fr,+33616601089,B2C_PARTICULIER,,FORF-5G-MAX,Forfait 5G Max Illimité,ACTIF,6,2024-07-10,29.99,44.99,15.0,86.6,100.0,86.6,0.0,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,1,19.0,85.0
CLI-01836,Client Robert 1836,client.1836@email.fr,+33670906680,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,9,2023-01-20,29.99,44.99,15.0,47.9,100.0,47.9,0.0,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,2,23.0,85.0
CLI-01837,Client Robert 1837,client.1837@email.fr,+33692204054,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,10,2023-09-14,29.99,44.99,15.0,78.9,100.0,78.9,0.0,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,1,19.0,95.0
CLI-01838,Client Robert 1838,client.1838@email.fr,+33677409882,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,7,2023-06-17,29.99,44.99,15.0,70.7,100.0,70.7,0.0,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,1,19.0,95.0
CLI-01839,Client Petit 1839,client.1839@email.fr,+33644974434,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,8,2023-08-27,29.99,44.99,15.0,52.5,100.0,52.5,0.0,Lille,59 - Nord,Hauts-de-France,3,27.0,95.0
CLI-01840,Client Dupont 1840,client.1840@email.fr,+33672309778,B2C_PARTICULIER,,FORF-5G-MAX,Forfait 5G Max Illimité,ACTIF,6,2023-05-14,29.99,44.99,15.0,72.5,100.0,72.5,0.0,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,1,19.0,85.0
CLI-01841,Client Bernard 1841,client.1841@email.fr,+33689053834,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,6,2024-02-08,29.99,44.99,15.0,50.1,100.0,50.1,0.0,Montpellier,34 - Hérault,Occitanie,0,15.0,85.0
CLI-01842,Client Bernard 1842,client.1842@email.fr,+33658826917,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,7,2023-08-23,29.99,44.99,15.0,59.7,100.0,59.7,0.0,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,0,15.0,85.0
CLI-01843,Client Martin 1843,client.1843@email.fr,+33660722500,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,8,2023-08-15,29.99,44.99,15.0,39.4,100.0,39.4,0.0,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,2,23.0,95.0
CLI-01844,Client Dupont 1844,client.1844@email.fr,+33656071271,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,10,2023-01-04,29.99,44.99,15.0,41.2,100.0,41.2,0.0,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,0,15.0,85.0
CLI-01845,Client Bernard 1845,client.1845@email.fr,+33627160660,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,10,2024-05-25,29.99,44.99,15.0,72.4,100.0,72.4,0.0,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,3,27.0,85.0
CLI-01846,Client Petit 1846,client.1846@email.fr,+33650857518,B2C_PARTICULIER,,FORF-5G-MAX,Forfait 5G Max Illimité,ACTIF,6,2024-01-17,29.99,44.99,15.0,63.1,100.0,63.1,0.0,Strasbourg,67 - Bas-Rhin,Grand Est,1,19.0,85.0
CLI-01847,Client Robert 1847,client.1847@email.fr,+33687071568,B2C_PARTICULIER,,FORF-5G-MAX,Forfait 5G Max Illimité,ACTIF,9,2024-02-08,29.99,44.99,15.0,61.9,100.0,61.9,0.0,Toulouse,31 - Haute-Garonne,Occitanie,2,23.0,85.0
CLI-01848,Client Martin 1848,client.1848@email.fr,+33617405909,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,8,2023-02-10,29.99,44.99,15.0,83.8,100.0,83.8,0.0,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,0,15.0,85.0
CLI-01849,Client Martin 1849,client.1849@email.fr,+33683290916,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,7,2024-05-26,29.99,44.99,15.0,47.4,100.0,47.4,0.0,Strasbourg,67 - Bas-Rhin,Grand Est,0,15.0,85.0
CLI-01850,Client Dupont 1850,client.1850@email.fr,+33620120705,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,9,2024-07-30,29.99,44.99,15.0,60.0,100.0,60.0,0.0,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,2,23.0,85.0
CLI-01851,Client Bernard 1851,client.1851@email.fr,+33680299974,B2C_PARTICULIER,,FORF-5G-MAX,Forfait 5G Max Illimité,ACTIF,6,2023-12-18,29.99,44.99,15.0,88.6,100.0,88.6,0.0,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,2,23.0,85.0
CLI-01852,Client Robert 1852,client.1852@email.fr,+33697685463,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,8,2023-12-26,29.99,44.99,15.0,56.9,100.0,56.9,0.0,Montpellier,34 - Hérault,Occitanie,2,23.0,95.0
CLI-01853,Client Petit 1853,client.1853@email.fr,+33674939193,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,6,2023-08-04,29.99,44.99,15.0,74.3,100.0,74.3,0.0,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,0,15.0,85.0
CLI-01854,Client Robert 1854,client.1854@email.fr,+33692450487,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,10,2023-04-20,29.99,44.99,15.0,67.9,100.0,67.9,0.0,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,1,19.0,85.0
CLI-01855,Client Robert 1855,client.1855@email.fr,+33654288843,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,6,2023-09-07,29.99,44.99,15.0,72.5,100.0,72.5,0.0,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,3,27.0,95.0
CLI-01856,Client Robert 1856,client.1856@email.fr,+33612570655,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,8,2024-07-17,29.99,44.99,15.0,39.8,100.0,39.8,0.0,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,3,27.0,95.0
CLI-01857,Client Martin 1857,client.1857@email.fr,+33653606714,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,6,2023-04-23,29.99,44.99,15.0,61.6,100.0,61.6,0.0,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,0,15.0,85.0
CLI-01858,Client Martin 1858,client.1858@email.fr,+33619443516,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,8,2023-03-09,29.99,44.99,15.0,57.0,100.0,57.0,0.0,Nantes,44 - Loire-Atlantique,Pays de la Loire,2,23.0,95.0
CLI-01859,Client Martin 1859,client.1859@email.fr,+33611336368,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,10,2023-12-08,29.99,44.99,15.0,81.9,100.0,81.9,0.0,Paris,75 - Paris,Île-de-France,1,19.0,85.0
CLI-01860,Client Martin 1860,client.1860@email.fr,+33665466318,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,9,2023-07-03,29.99,44.99,15.0,36.1,100.0,36.1,0.0,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,3,27.0,95.0
CLI-01861,Client Robert 1861,client.1861@email.fr,+33647083683,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,9,2024-05-22,29.99,44.99,15.0,67.1,100.0,67.1,0.0,Montpellier,34 - Hérault,Occitanie,0,15.0,85.0
CLI-01862,Client Martin 1862,client.1862@email.fr,+33639248055,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,7,2024-05-18,29.99,44.99,15.0,49.0,100.0,49.0,0.0,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,2,23.0,95.0
CLI-01863,Client Martin 1863,client.1863@email.fr,+33684208010,B2C_PARTICULIER,,FORF-5G-MAX,Forfait 5G Max Illimité,ACTIF,6,2023-03-04,29.99,44.99,15.0,91.0,100.0,91.0,0.0,Paris,75 - Paris,Île-de-France,0,15.0,85.0
CLI-01864,Client Dupont 1864,client.1864@email.fr,+33665533996,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,9,2023-07-14,29.99,44.99,15.0,57.4,100.0,57.4,0.0,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,1,19.0,85.0
CLI-01865,Client Petit 1865,client.1865@email.fr,+33639262347,B2C_PARTICULIER,,FORF-5G-MAX,Forfait 5G Max Illimité,ACTIF,9,2023-04-03,29.99,44.99,15.0,92.9,100.0,92.9,0.0,Toulouse,31 - Haute-Garonne,Occitanie,2,23.0,85.0
CLI-01866,Client Dupont 1866,client.1866@email.fr,+33697556241,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,9,2023-10-31,29.99,44.99,15.0,56.3,100.0,56.3,0.0,Strasbourg,67 - Bas-Rhin,Grand Est,0,15.0,95.0
CLI-01867,Client Petit 1867,client.1867@email.fr,+33634287038,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,10,2023-05-25,29.99,44.99,15.0,75.6,100.0,75.6,0.0,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,3,27.0,85.0
CLI-01868,Client Dupont 1868,client.1868@email.fr,+33675647703,B2C_PARTICULIER,,FORF-5G-MAX,Forfait 5G Max Illimité,ACTIF,10,2023-06-04,29.99,44.99,15.0,77.6,100.0,77.6,0.0,Rennes,35 - Ille-et-Vilaine,Bretagne,0,15.0,85.0
CLI-01869,Client Martin 1869,client.1869@email.fr,+33678766029,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,9,2024-01-15,29.99,44.99,15.0,43.7,100.0,43.7,0.0,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,0,15.0,85.0
CLI-01870,Client Petit 1870,client.1870@email.fr,+33667492074,B2C_PARTICULIER,,FORF-5G-MAX,Forfait 5G Max Illimité,ACTIF,9,2024-08-09,29.99,44.99,15.0,88.0,100.0,88.0,0.0,Toulouse,31 - Haute-Garonne,Occitanie,2,23.0,85.0
CLI-01871,Client Bernard 1871,client.1871@email.fr,+33680939999,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,10,2023-03-24,29.99,44.99,15.0,56.8,100.0,56.8,0.0,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,2,23.0,95.0
CLI-01872,Client Martin 1872,client.1872@email.fr,+33624775931,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,6,2023-10-04,29.99,44.99,15.0,89.6,100.0,89.6,0.0,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,2,23.0,95.0
CLI-01873,Client Robert 1873,client.1873@email.fr,+33664082801,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,6,2023-06-01,29.99,44.99,15.0,47.9,100.0,47.9,0.0,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,2,23.0,85.0
CLI-01874,Client Dupont 1874,client.1874@email.fr,+33632509855,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,7,2023-09-25,29.99,44.99,15.0,93.3,100.0,93.3,0.0,Nantes,44 - Loire-Atlantique,Pays de la Loire,3,27.0,95.0
CLI-01875,Client Dupont 1875,client.1875@email.fr,+33625513511,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,8,2024-01-30,29.99,44.99,15.0,94.2,100.0,94.2,0.0,Paris,75 - Paris,Île-de-France,0,15.0,95.0
CLI-01876,Client Robert 1876,client.1876@email.fr,+33658725644,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,8,2023-12-18,29.99,44.99,15.0,38.8,100.0,38.8,0.0,Nantes,44 - Loire-Atlantique,Pays de la Loire,2,23.0,95.0
CLI-01877,Client Bernard 1877,client.1877@email.fr,+33690322772,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,8,2023-10-06,29.99,44.99,15.0,56.2,100.0,56.2,0.0,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,0,15.0,95.0
CLI-01878,Client Robert 1878,client.1878@email.fr,+33688655576,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,6,2024-05-12,29.99,44.99,15.0,92.8,100.0,92.8,0.0,Lille,59 - Nord,Hauts-de-France,0,15.0,95.0
CLI-01879,Client Martin 1879,client.1879@email.fr,+33617656577,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,9,2023-06-26,29.99,44.99,15.0,68.8,100.0,68.8,0.0,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,1,19.0,95.0
CLI-01880,Client Dupont 1880,client.1880@email.fr,+33634739637,B2C_PARTICULIER,,FORF-5G-MAX,Forfait 5G Max Illimité,ACTIF,10,2023-01-28,29.99,44.99,15.0,46.2,100.0,46.2,0.0,Toulouse,31 - Haute-Garonne,Occitanie,1,19.0,85.0
CLI-01881,Client Bernard 1881,client.1881@email.fr,+33653164408,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,7,2024-03-14,29.99,44.99,15.0,45.8,100.0,45.8,0.0,Toulouse,31 - Haute-Garonne,Occitanie,2,23.0,85.0
CLI-01882,Client Dupont 1882,client.1882@email.fr,+33626487045,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,7,2024-03-06,29.99,44.99,15.0,30.3,100.0,30.3,0.0,Toulouse,31 - Haute-Garonne,Occitanie,2,23.0,95.0
CLI-01883,Client Bernard 1883,client.1883@email.fr,+33626913879,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,9,2024-03-23,29.99,44.99,15.0,45.4,100.0,45.4,0.0,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,0,15.0,85.0
CLI-01884,Client Robert 1884,client.1884@email.fr,+33687931085,B2C_PARTICULIER,,FORF-5G-MAX,Forfait 5G Max Illimité,ACTIF,8,2024-03-10,29.99,44.99,15.0,39.8,100.0,39.8,0.0,Paris,75 - Paris,Île-de-France,1,19.0,85.0
CLI-01885,Client Dupont 1885,client.1885@email.fr,+33644346284,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,10,2023-01-06,29.99,44.99,15.0,79.4,100.0,79.4,0.0,Montpellier,34 - Hérault,Occitanie,0,15.0,95.0
CLI-01886,Client Petit 1886,client.1886@email.fr,+33620923424,B2C_PARTICULIER,,FORF-5G-MAX,Forfait 5G Max Illimité,ACTIF,10,2023-06-26,29.99,44.99,15.0,54.0,100.0,54.0,0.0,Montpellier,34 - Hérault,Occitanie,3,27.0,85.0
CLI-01887,Client Dupont 1887,client.1887@email.fr,+33670298796,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,8,2023-12-17,29.99,44.99,15.0,58.7,100.0,58.7,0.0,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,3,27.0,95.0
CLI-01888,Client Dupont 1888,client.1888@email.fr,+33648380321,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,10,2023-09-18,29.99,44.99,15.0,32.5,100.0,32.5,0.0,Montpellier,34 - Hérault,Occitanie,3,27.0,85.0
